Date,Open,High,Low,Close,Adj Close,Volume
1996-01-02,1873.40002441406,1910.30004882813,1873.09997558594,1908.40002441406,1908.40002441406,0
1996-01-03,1927.80004882813,1945.80004882813,1917.40002441406,1943,1943,0
1996-01-04,1934.19995117188,1952.59997558594,1930.90002441406,1931.19995117188,1931.19995117188,0
1996-01-05,1920.5,1931.90002441406,1906.90002441406,1917.69995117188,1917.69995117188,0
1996-01-08,1909.19995117188,1933,1906.80004882812,1916.59997558594,1916.59997558594,0
1996-01-09,1926.90002441406,1931.09997558594,1909.69995117188,1916.30004882813,1916.30004882813,0
1996-01-10,1907.19995117188,1924.69995117188,1897.30004882813,1910.09997558594,1910.09997558594,0
1996-01-11,1894,1907,1891.09997558594,1897.90002441406,1897.90002441406,0
1996-01-12,1906.80004882812,1915.69995117188,1903.09997558594,1907.59997558594,1907.59997558594,0
1996-01-15,1914,1929.90002441406,1911.90002441406,1924.40002441406,1924.40002441406,0
1996-01-16,1941.19995117188,1952.90002441406,1933.09997558594,1952.09997558594,1952.09997558594,0
1996-01-17,1957.09997558594,1968.90002441406,1943.59997558594,1966,1966,0
1996-01-18,1957.80004882813,1971.40002441406,1954.5,1960.09997558594,1960.09997558594,0
1996-01-19,1965.40002441406,1969.5,1955.90002441406,1964.30004882813,1964.30004882813,0
1996-01-22,1960.40002441406,1967.30004882812,1952,1954.40002441406,1954.40002441406,0
1996-01-23,1940.30004882813,1945.30004882813,1931.69995117188,1934.09997558594,1934.09997558594,0
1996-01-24,1938.90002441406,1949.5,1925.09997558594,1946,1946,0
1996-01-25,1957.09997558594,1965,1947.69995117188,1950.19995117188,1950.19995117188,0
1996-01-26,1948.90002441406,1970.80004882813,1936.5,1966.69995117188,1966.69995117188,0
1996-01-29,1965.30004882813,1983.30004882813,1959.5,1980.69995117188,1980.69995117188,0
1996-01-30,1980.90002441406,2004.40002441406,1976.40002441406,2003.09997558594,2003.09997558594,0
1996-01-31,2015.19995117187,2021,2001.09997558594,2021,2021,0
1996-02-01,2021.09997558594,2032.40002441406,2013,2024.09997558594,2024.09997558594,0
1996-02-02,2015.5,2023.59997558594,2007.40002441406,2022.19995117188,2022.19995117188,0
1996-02-05,2007.40002441406,2008.40002441406,1980.69995117188,1985.59997558594,1985.59997558594,0
1996-02-06,1990,1993.59997558594,1975.5,1988.5,1988.5,0
1996-02-07,1998,2003.30004882812,1982.5,1983.30004882813,1983.30004882813,0
1996-02-08,1987.5,1991.5,1953,1956.19995117188,1956.19995117188,0
1996-02-09,1953.80004882813,1962.40002441406,1939.30004882813,1960.69995117188,1960.69995117188,0
