Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,1469.25,1478,1438.35998535156,1455.21997070313,1455.21997070313,931800000
2000-01-04,1455.21997070313,1455.21997070313,1397.43005371094,1399.42004394531,1399.42004394531,1009000000
2000-01-05,1399.42004394531,1413.27001953125,1377.68005371094,1402.10998535156,1402.10998535156,1085500000
2000-01-06,1402.10998535156,1411.90002441406,1392.09997558594,1403.44995117188,1403.44995117188,1092300000
2000-01-07,1403.44995117188,1441.46997070313,1400.72998046875,1441.46997070313,1441.46997070313,1225200000
2000-01-10,1441.46997070313,1464.35998535156,1441.46997070313,1457.59997558594,1457.59997558594,1064800000
2000-01-11,1457.59997558594,1458.66003417969,1434.42004394531,1438.56005859375,1438.56005859375,1014000000
2000-01-12,1438.56005859375,1442.59997558594,1427.07995605469,1432.25,1432.25,974600000
2000-01-13,1432.25,1454.19995117188,1432.25,1449.68005371094,1449.68005371094,1030400000
2000-01-14,1449.68005371094,1473,1449.68005371094,1465.15002441406,1465.15002441406,1085900000
2000-01-18,1465.15002441406,1465.15002441406,1451.30004882812,1455.14001464844,1455.14001464844,1056700000
2000-01-19,1455.14001464844,1461.39001464844,1448.68005371094,1455.90002441406,1455.90002441406,1087800000
2000-01-20,1455.90002441406,1465.7099609375,1438.5400390625,1445.56994628906,1445.56994628906,1100700000
2000-01-21,1445.56994628906,1453.18005371094,1439.59997558594,1441.35998535156,1441.35998535156,1209800000
2000-01-24,1441.35998535156,1454.08996582031,1395.42004394531,1401.53002929688,1401.53002929688,1115800000
2000-01-25,1401.53002929688,1414.26000976563,1388.48999023438,1410.03002929688,1410.03002929688,1073700000
2000-01-26,1410.03002929688,1412.72998046875,1400.16003417969,1404.08996582031,1404.08996582031,1117300000
2000-01-27,1404.08996582031,1418.85998535156,1370.98999023438,1398.56005859375,1398.56005859375,1129500000
2000-01-28,1398.56005859375,1398.56005859375,1356.19995117188,1360.16003417969,1360.16003417969,1095800000
2000-01-31,1360.16003417969,1394.47998046875,1350.14001464844,1394.4599609375,1394.4599609375,993800000
2000-02-01,1394.4599609375,1412.48999023438,1384.7900390625,1409.28002929688,1409.28002929688,981000000
